ID,ID_ORIGINAL,Gender,Foreign_Citizenship,Age,Frequent_Traveler,Cellphone_Usage,Household_Size,Spy,Satisfaction_Level,Occupation,Political_Participation,Social_Person,Area_Residence,Military_Service,Household_Income
8347,462531,Female,Yes,59,No,High,2,1,3,Nothing,No involvement,No,City,Never,7000
8348,460465,Male,No,36,No,Low,3,0,2,Public company,No involvement,No,City,Never,7000
8349,465309,Female,No,18,No,Low,4,0,1,Private company,Some involvement,Yes,City,Intervention in Iraq,14566
8350,467078,Female,Yes,26,No,High,2,1,2,Private company,Some involvement,Yes,City,Intervention in Iraq,7000
8351,461210,Female,No,38,Yes,Low,4,0,1,Private company,Some involvement,No,City,Never,7000
8352,466533,Female,No,51,Yes,Low,1,0,6,Private company,Strong involvement,No,City,Never,8261
8353,459132,Male,No,20,No,Low,2,0,1,Private company,Strong involvement,No,City,Never,13305
8354,465893,Female,Yes,43,Yes,Average,2,1,3,Private company,No involvement,No,City,Never,7000
8355,460990,Male,No,22,No,Low,3,0,1,Private company,Some involvement,No,City,Never,8261
8356,465789,Male,No,18,No,Low,4,0,1,Private company,Some involvement,Yes,Country-side,Never,12044
8357,462640,Male,Yes,27,No,Low,2,0,2,Public company,No involvement,Yes,Country-side,Never,7000
8358,465603,Female,Yes,45,Yes,Low,,0,,Nothing,No involvement,Yes,City,Never,17088
8359,466101,Female,No,22,No,Low,7,0,1,Private company,Some involvement,No,City,Never,7000
8360,463414,Male,Yes,25,No,High,3,0,1,Public company,No involvement,Yes,City,Intervention in Syria,7000
8361,460369,Female,Yes,50,Yes,Low,2,1,3,Private company,Unknown,No,City,Never,7000
8362,459692,Female,Yes,71,Yes,High,2,1,4,Self-employed,No involvement,No,City,Never,17088
8363,466221,Male,Yes,48,Yes,Low,1,1,5,Private company,Unknown,No,City,Never,12044
8364,459327,Male,No,50,No,Low,3,0,2,Government,No involvement,No,City,Never,18349
8365,459578,Male,Yes,35,Yes,Average,5,1,1,Public company,No involvement,No,City,Never,9522
8366,465948,Female,Yes,46,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,8261
8367,460255,Female,No,38,Yes,Low,1,0,4,Government,No involvement,No,City,Never,24654
8368,463270,Male,Yes,52,No,Low,5,0,2,Public company,No involvement,,,,8261
8369,463927,Female,No,53,Yes,Low,2,0,3,Private company,No involvement,No,City,Never,8261
8370,465810,Female,No,28,No,Low,2,0,2,Private company,No involvement,Yes,Country-side,Never,8261
8371,467876,Female,Yes,47,Yes,High,2,1,3,Private company,Unknown,No,City,Never,17088
8372,462223,Male,Yes,78,No,Low,1,0,8,,,Yes,Country-side,Never,7000
8373,467555,Male,No,27,No,Low,3,0,1,Private company,Strong involvement,No,City,Never,24654
8374,467812,Male,No,50,Yes,Low,1,1,5,Private company,Unknown,Yes,City,Never,8261
8375,460739,Male,Yes,41,Yes,High,5,0,1,Public company,No involvement,No,City,Never,7000
8376,461157,Male,No,37,No,Low,5,0,1,Private company,Some involvement,Yes,City,Never,7000
8377,465404,Female,Yes,25,Yes,Average,2,0,2,Private company,Strong involvement,Yes,City,Intervention in Syria,7000
8378,467628,Male,Yes,73,No,High,3,1,3,Public company,No involvement,No,City,Never,7000
8379,462827,Female,No,22,No,Low,3,0,1,Government,No involvement,Yes,City,Never,8261
8380,463669,Female,Yes,31,Yes,High,4,0,1,Student,No involvement,Yes,City,Never,15827
8381,465263,Male,Yes,65,Yes,High,2,1,4,Private company,Unknown,No,City,Never,8261
8382,462041,Female,No,22,No,Low,2,0,2,Government,No involvement,Yes,Country-side,Never,7000
8383,462253,Male,Yes,51,Yes,Low,2,0,3,Private company,No involvement,Yes,Country-side,Never,7000
8384,465662,Male,Yes,76,No,Low,1,1,8,Public company,No involvement,No,City,Never,8261
8385,460297,Female,Yes,46,Yes,Low,2,1,3,Private company,Unknown,No,City,Never,17088
8386,462156,Female,Yes,43,Yes,Average,2,1,3,Private company,Unknown,Yes,City,Never,12044
8387,465573,Male,Yes,41,No,Average,6,1,1,Private company,Unknown,No,City,Never,8261
8388,466486,Female,Yes,43,Yes,Low,2,0,3,Government,No involvement,Yes,Country-side,Never,18349
8389,461216,Female,No,43,No,Low,,0,,,,No,City,Never,7000
8390,466556,Male,No,21,No,Low,3,0,1,Private company,Some involvement,No,City,Never,8261
8391,467574,Male,No,32,Yes,Low,,0,,Private company,Some involvement,Yes,City,Never,12044
8392,465549,Female,No,52,Yes,Low,1,0,6,Private company,Some involvement,Yes,City,Never,7000
8393,464270,Female,No,45,Yes,Low,1,0,5,Private company,Unknown,No,City,Never,10783
8394,463842,Female,Yes,48,Yes,High,4,1,2,Private company,No involvement,No,City,Never,7000
8395,467230,Male,No,21,No,Low,4,0,1,Private company,Some involvement,No,City,Never,7000
8396,466128,Male,No,35,Yes,Low,2,0,2,Private company,Unknown,No,City,Never,12044
8397,462594,Male,Yes,52,No,Average,5,1,2,Private company,Strong involvement,Yes,Country-side,Never,7000
8398,466194,Male,Yes,89,No,Low,1,0,9,Self-employed,No involvement,No,City,Never,7000
8399,466580,Male,No,19,No,Low,4,0,1,Private company,Some involvement,Yes,City,Intervention in Iraq,8261
8400,467480,Male,Yes,35,Yes,Average,,0,,Private company,Unknown,No,City,Never,7000
8401,463252,Male,Yes,50,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,7000
8402,462394,Male,Yes,35,Yes,Average,2,1,2,Private company,Unknown,No,City,Never,7000
8403,465125,Female,No,39,Yes,Low,1,0,4,Private company,Unknown,No,City,Never,18349
8404,464505,Female,No,30,No,Low,5,0,1,Government,No involvement,No,City,Never,18349
8405,467569,Male,No,19,No,Low,4,0,1,Private company,Some involvement,No,City,Never,7000
8406,464372,Male,Yes,45,Yes,Average,6,1,1,Private company,Unknown,Yes,City,Intervention in Libya,8261
8407,465130,Female,Yes,50,Yes,Average,9,1,1,Private company,Unknown,No,City,Never,7000
8408,466410,Female,Yes,56,Yes,Low,1,1,6,Private company,Unknown,No,City,Never,7000
8409,464317,Male,Yes,60,Yes,Average,3,1,2,Private company,Strong involvement,No,City,Never,8261
8410,460022,Female,Yes,39,Yes,Low,2,0,2,Private company,Some involvement,No,City,Never,12044
8411,461969,Female,Yes,46,No,Average,1,0,5,Private company,No involvement,Yes,Country-side,Never,18349
8412,463809,Female,No,30,Yes,Low,3,1,1,Private company,Some involvement,No,City,Never,9522
8413,462722,Female,No,27,No,Low,4,1,1,Nothing,No involvement,No,City,Never,7000
8414,460229,Female,Yes,68,Yes,High,2,1,4,Self-employed,No involvement,No,City,Never,9522
8415,464036,Female,No,25,Yes,Low,1,0,3,Government,No involvement,No,City,Never,10783
8416,466656,Male,Yes,89,Yes,High,2,1,5,Student,No involvement,No,City,Never,8261
8417,466469,Female,No,23,No,Low,4,0,1,Private company,Some involvement,Yes,City,Never,8261
8418,467040,Male,No,32,Yes,Low,4,0,1,Government,No involvement,Yes,City,Never,7000
8419,459387,Male,No,35,Yes,Low,1,0,4,Government,No involvement,No,City,Never,7000
8420,460871,Female,No,27,Yes,Low,,0,,Private company,Some involvement,No,City,Never,7000
8421,465660,Male,Yes,48,Yes,Low,3,1,2,Private company,Unknown,No,City,Never,8261
8422,462173,Male,Yes,89,Yes,Low,3,0,3,Public company,No involvement,No,City,Never,10783
8423,459576,Female,Yes,85,No,Low,,0,,Self-employed,No involvement,,,,7000
8424,459004,Female,Yes,51,Yes,High,5,1,2,Private company,Unknown,No,City,Never,8261
8425,461655,Female,Yes,35,Yes,Average,2,0,2,Nothing,No involvement,No,City,Never,18349
8426,465209,Male,Yes,47,Yes,Average,2,1,3,Private company,Unknown,Yes,City,Never,7000
8427,466078,Female,Yes,51,No,Low,1,0,6,Public company,No involvement,No,City,Never,7000
8428,460767,Male,Yes,57,Yes,Average,5,0,2,Private company,Strong involvement,Yes,City,Never,17088
8429,465523,Female,Yes,45,Yes,High,5,1,1,Private company,No involvement,No,City,Never,7000
8430,458999,Male,Yes,55,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,8261
8431,465563,Male,Yes,59,Yes,Average,5,1,2,Private company,Strong involvement,Yes,City,Never,8261
8432,467345,Male,Yes,76,Yes,Low,1,0,8,Self-employed,No involvement,No,City,Never,8261
8433,466770,Female,Yes,85,Yes,Low,5,1,2,Self-employed,No involvement,No,City,Never,7000
8434,461889,Male,Yes,42,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,9522
8435,463959,Female,No,37,No,Low,1,1,4,Private company,Unknown,No,City,Never,8261
8436,461678,Female,Yes,87,No,Low,1,0,9,Self-employed,No involvement,No,City,Never,8261
8437,463376,Female,Yes,45,Yes,High,2,1,3,Public company,No involvement,No,City,Never,15827
8438,467640,Female,Yes,38,Yes,Low,3,0,2,Private company,Unknown,No,City,Never,7000
8439,459895,Male,Yes,38,Yes,Average,2,1,2,,,No,City,Never,18349
8440,461706,Male,No,25,Yes,Low,3,0,1,Private company,Some involvement,No,City,Never,7000
8441,461409,Male,Yes,43,No,High,3,1,2,Private company,Unknown,No,City,Never,8261
8442,465381,Female,No,25,No,Low,4,1,1,Student,No involvement,No,City,Never,7000
8443,462486,Male,Yes,51,Yes,Average,5,1,2,Public company,No involvement,No,City,Never,8261
8444,466906,Male,No,59,Yes,Low,2,1,3,Private company,Unknown,No,City,Never,8261
8445,464857,Male,No,18,No,Low,4,0,1,Private company,Some involvement,Yes,Country-side,Never,14566
8446,459889,Male,Yes,63,Yes,Average,3,1,3,Nothing,No involvement,No,City,Never,17088
8447,464233,Female,Yes,48,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,8261
8448,465519,Female,Yes,73,No,High,2,0,4,Self-employed,No involvement,No,City,Never,8261
8449,462762,Male,Yes,48,Yes,High,4,1,2,Private company,Unknown,No,City,Never,7000
8450,467311,Male,Yes,67,Yes,High,3,1,3,Self-employed,No involvement,No,City,Never,8261
8451,460682,Male,Yes,43,No,Low,2,1,3,Private company,Unknown,Yes,City,Never,14566
8452,465988,Female,Yes,58,Yes,High,2,1,3,Nothing,No involvement,Yes,City,Intervention in Libya,7000
8453,461979,Male,Yes,35,Yes,Average,2,1,2,Private company,Unknown,No,City,Never,18349
8454,461713,Female,No,27,Yes,Low,5,1,1,Private company,Unknown,No,City,Never,8261
8455,467002,Female,No,26,Yes,Low,,0,,Nothing,No involvement,No,City,Never,18349
8456,461540,Male,No,38,Yes,Low,2,1,2,,,Yes,City,Never,10783
8457,459632,Female,Yes,52,No,High,3,0,2,Student,No involvement,Yes,Country-side,Never,8261
8458,461612,Female,No,31,Yes,Low,5,1,1,Private company,Some involvement,No,City,Never,17088
8459,459395,Male,Yes,42,No,Low,2,0,3,Public company,No involvement,No,City,Never,17088
8460,464156,Male,Yes,62,Yes,Low,1,1,7,Private company,Unknown,No,City,Never,19610
8461,464608,Female,Yes,49,Yes,Average,3,1,2,Private company,Unknown,No,City,Never,7000
8462,462165,Male,Yes,70,Yes,High,2,0,4,Self-employed,No involvement,No,City,Never,10783
8463,466256,Female,Yes,65,Yes,Low,1,1,7,Private company,No involvement,No,City,Never,8261
8464,460607,Male,Yes,36,Yes,Average,4,0,1,Private company,Unknown,Yes,City,Intervention in Iraq,18349
8465,464848,Male,Yes,35,No,Average,4,1,1,Private company,Strong involvement,Yes,Country-side,Never,8261
8466,461738,Female,Yes,46,Yes,Average,3,1,2,,,No,City,Never,7000
8467,466417,Female,Yes,79,No,High,3,0,3,Self-employed,No involvement,No,City,Never,8261
8468,467537,Female,Yes,68,No,High,3,0,3,Self-employed,No involvement,No,City,Never,7000
8469,459973,Female,No,50,Yes,Low,2,0,3,Private company,Unknown,No,City,Never,7000
8470,461006,Male,,22,No,High,,0,,Private company,Some involvement,Yes,City,Never,8261
8471,466546,Female,Yes,69,Yes,High,2,1,4,Self-employed,No involvement,No,City,Never,8261
8472,464668,Male,Yes,32,No,High,4,0,1,Private company,Some involvement,Yes,Country-side,Never,8261
8473,464942,Male,No,19,No,Low,4,0,1,Private company,Some involvement,Yes,Country-side,Never,12044
8474,459214,Female,No,26,Yes,Low,3,1,1,Private company,No involvement,No,City,Never,7000
8475,462365,Male,Yes,75,Yes,High,2,1,4,Self-employed,No involvement,No,City,Never,7000
8476,465600,Male,Yes,40,Yes,Low,2,1,2,Private company,No involvement,Yes,City,Never,15827
8477,464674,Male,Yes,50,No,Average,5,1,1,Private company,Unknown,Yes,Country-side,Never,8261
8478,466535,Male,No,26,Yes,Low,1,0,3,Private company,Unknown,No,City,Never,17088
8479,462277,Male,Yes,36,Yes,Average,2,1,2,Private company,Strong involvement,Yes,City,Never,12044
8480,459716,Female,Yes,66,Yes,Average,2,1,4,Private company,No involvement,No,City,Never,17088
8481,466833,Male,Yes,58,Yes,Low,2,1,3,Private company,Unknown,No,City,Never,15827
8482,459059,Male,Yes,87,No,High,2,0,5,Public company,No involvement,No,City,Never,7000
8483,464031,Female,No,23,No,Low,4,0,1,Private company,Some involvement,No,City,Never,8261
8484,463971,Female,Yes,57,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,7000
8485,462096,Female,No,43,Yes,Low,1,0,5,Nothing,No involvement,Yes,Country-side,Never,7000
8486,461772,Female,Yes,41,Yes,Average,3,1,2,Private company,No involvement,Yes,Country-side,Never,8261
8487,466667,Female,No,42,No,Low,2,0,3,Student,No involvement,No,City,Never,13305
8488,464088,Male,No,27,No,Low,3,0,1,Government,No involvement,No,City,Never,8261
8489,465987,Male,,20,No,Low,3,0,1,Private company,Some involvement,Yes,City,Never,8261
8490,463594,Female,Yes,35,Yes,Average,2,1,2,Private company,Unknown,No,City,Never,15827
8491,461438,Female,Yes,39,Yes,Average,2,1,2,Private company,No involvement,No,City,Never,17088
8492,460959,Female,No,28,No,Low,5,1,1,Private company,Unknown,Yes,City,Never,13305
8493,462617,Male,No,19,No,Low,5,0,1,Private company,Some involvement,Yes,Country-side,Never,7000
8494,459183,Female,No,26,Yes,Low,3,0,1,Private company,Unknown,Yes,City,Never,8261
8495,465585,Male,Yes,69,No,Low,1,0,7,Government,No involvement,No,City,Never,8261
8496,463467,Female,No,23,No,Low,4,0,1,Private company,Some involvement,,,,7000
8497,462506,Male,No,31,No,Low,4,1,1,Private company,Some involvement,No,City,Never,8261
8498,461235,Female,No,50,Yes,Low,1,0,5,Private company,Some involvement,No,City,Never,7000
8499,467763,Female,No,48,Yes,Low,1,1,5,Private company,Unknown,Yes,City,Never,8261
8500,463491,Male,Yes,27,Yes,Average,3,0,1,Government,No involvement,No,City,Never,18349
8501,464275,Male,No,30,No,Low,5,0,1,Government,No involvement,No,City,Never,7000
8502,461814,Female,No,37,Yes,Low,1,0,4,Private company,Unknown,Yes,City,Never,8261
8503,464983,Female,Yes,25,No,Low,2,0,2,Private company,Strong involvement,No,City,Never,9522
8504,467579,Male,No,38,Yes,Low,1,1,4,Government,No involvement,No,City,Never,15827
8505,463850,Male,Yes,26,No,High,2,0,2,Private company,Strong involvement,No,City,Never,7000
8506,467097,Male,Yes,55,Yes,Low,1,1,6,Private company,Unknown,No,City,Never,9522
8507,464481,Male,Yes,46,Yes,High,3,1,2,Public company,No involvement,No,City,Never,7000
8508,460337,Female,No,42,Yes,Low,3,0,2,Student,No involvement,No,City,Never,19610
8509,466989,Female,Yes,40,Yes,Average,2,1,2,Private company,Unknown,Yes,City,Never,18349
8510,462782,Male,Yes,57,Yes,High,2,1,3,Public company,No involvement,Yes,Country-side,Never,15827
8511,461441,Male,Yes,58,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,8261
8512,461418,Male,No,45,Yes,Low,4,0,2,Private company,Unknown,No,City,Never,7000
8513,461719,Male,Yes,82,Yes,Low,1,0,9,Self-employed,No involvement,No,City,Never,7000
8514,463273,Male,Yes,37,Yes,Average,2,1,2,Private company,Strong involvement,Yes,City,Never,17088
8515,461347,Female,Yes,37,Yes,Average,3,1,2,Private company,Unknown,No,City,Never,13305
8516,461053,Male,Yes,39,No,High,4,0,1,Public company,No involvement,Yes,City,Never,7000
8517,458991,Female,Yes,84,Yes,High,2,0,5,Self-employed,No involvement,No,City,Never,10783
8518,467820,Male,Yes,51,Yes,Low,1,1,6,Private company,Unknown,Yes,City,Never,7000
8519,461590,Male,Yes,41,No,High,4,1,2,Public company,No involvement,No,City,Never,8261
8520,461255,Male,No,18,No,Low,5,0,1,Private company,Some involvement,Yes,Country-side,Never,8261
8521,463567,Male,Yes,40,Yes,Average,2,1,2,Government,No involvement,No,City,Never,8261
8522,459220,Female,Yes,77,Yes,High,2,0,4,Self-employed,No involvement,No,City,Never,8261
8523,466555,Male,No,18,No,Low,3,0,1,Private company,Some involvement,No,City,Never,8261
8524,459437,Male,Yes,68,Yes,High,2,1,4,Self-employed,No involvement,No,City,Never,7000
8525,459980,Male,No,40,No,Low,2,0,2,Private company,No involvement,No,City,Never,8261
8526,459231,Female,Yes,43,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,10783
8527,466356,Male,Yes,46,Yes,Low,2,1,3,Private company,Unknown,No,City,Never,7000
8528,460178,Male,Yes,50,Yes,Low,2,0,3,Private company,Strong involvement,No,City,Never,8261
8529,460097,Male,,43,Yes,Low,2,1,3,Private company,Unknown,Yes,City,Never,7000
8530,467371,Male,No,30,Yes,Low,4,1,1,Private company,Some involvement,No,City,Never,8261
8531,467325,Female,Yes,72,Yes,High,2,1,4,Self-employed,No involvement,No,City,Never,8261
8532,460749,Male,No,36,Yes,Low,2,0,2,Private company,Strong involvement,No,City,Never,8261
8533,459312,Male,No,22,No,Low,4,0,1,Private company,Some involvement,Yes,Country-side,Never,8261
8534,461746,Male,Yes,53,Yes,Average,3,1,2,Private company,Unknown,No,City,Never,9522
8535,465489,Female,No,50,Yes,Low,5,0,1,Private company,No involvement,No,City,Never,8261
8536,463000,Female,No,36,No,Low,1,0,4,Private company,No involvement,No,City,Never,7000
8537,459185,Female,No,25,Yes,Low,1,0,3,Private company,Strong involvement,No,City,Never,13305
8538,462346,Male,Yes,81,Yes,Low,1,1,9,Self-employed,No involvement,No,City,Never,18349
8539,464035,Male,Yes,62,Yes,High,4,1,2,Public company,No involvement,No,City,Never,8261
8540,459819,Male,Yes,71,Yes,High,2,1,4,Private company,Strong involvement,No,City,Never,7000
8541,466178,Female,Yes,50,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,8261
8542,463922,Female,No,32,No,Low,5,1,1,Private company,Some involvement,Yes,City,Intervention in Syria,9522
8543,459783,Female,Yes,18,No,High,,1,,Private company,Unknown,Yes,City,Intervention in Syria,7000
8544,463970,Female,No,25,No,Low,5,1,1,Private company,Some involvement,Yes,Country-side,Never,8261
8545,462183,Male,No,22,No,Low,4,0,1,Student,No involvement,No,City,Never,7000
8546,459558,Male,No,30,Yes,Low,3,0,1,Private company,Strong involvement,No,City,Never,7000
8547,463597,Female,No,25,No,Low,6,1,1,Private company,No involvement,No,City,Never,7000
8548,466761,Female,Yes,48,Yes,Low,1,0,5,Private company,Strong involvement,Yes,City,Intervention in Syria,9522
8549,462407,Male,Yes,37,No,Average,4,0,1,Government,No involvement,No,City,Never,9522
8550,461610,Male,No,36,Yes,Low,1,1,4,Government,No involvement,No,City,Never,7000
8551,463062,Female,Yes,37,Yes,Average,3,1,2,Private company,Unknown,No,City,Never,7000
8552,460930,Male,No,26,Yes,Low,5,0,1,Private company,Unknown,No,City,Never,19610
8553,464900,Male,Yes,71,No,Low,2,0,4,Self-employed,No involvement,Yes,Country-side,Never,8261
8554,459188,Male,No,27,No,Low,3,1,1,Private company,Some involvement,No,City,Never,8261
8555,461572,Female,Yes,57,Yes,Average,3,1,2,Private company,Unknown,Yes,City,Never,7000
8556,462184,Male,No,19,No,Low,4,0,1,Government,No involvement,No,City,Never,7000
8557,463888,Male,No,23,No,Low,3,0,1,Student,No involvement,No,City,Never,7000
8558,461754,Male,Yes,65,No,High,2,1,4,Private company,Strong involvement,No,City,Never,8261
8559,460113,Male,Yes,67,Yes,Average,2,1,4,Private company,Unknown,No,City,Never,8261
8560,462495,Male,Yes,84,No,High,2,0,5,Self-employed,No involvement,No,City,Never,7000
8561,459050,Female,No,19,No,Low,3,0,1,Private company,Some involvement,No,City,Never,7000
8562,466268,Female,Yes,72,Yes,Average,3,1,3,Private company,Unknown,Yes,Country-side,Never,7000
8563,461456,Female,No,40,No,Low,1,0,4,Student,No involvement,No,City,Never,7000
8564,467777,Male,No,49,Yes,Low,1,1,5,Government,No involvement,No,City,Never,7000
8565,460629,Female,Yes,36,Yes,Average,3,1,2,Private company,Strong involvement,Yes,City,Never,7000
8566,461709,Male,No,33,Yes,Low,3,1,2,Private company,Unknown,Yes,Country-side,Never,7000
8567,466376,Female,Yes,53,No,High,3,1,2,Nothing,No involvement,No,City,Never,9522
8568,459781,Male,No,47,No,Low,1,0,5,Private company,Strong involvement,No,City,Never,8261
8569,463394,Male,Yes,41,Yes,High,2,1,3,Student,No involvement,No,City,Never,7000
8570,460452,Female,Yes,37,Yes,Average,2,1,2,Private company,Strong involvement,Yes,City,Intervention in Syria,7000
8571,462100,Female,No,40,Yes,Low,1,0,4,Private company,Some involvement,Yes,City,Never,7000
8572,460554,Male,Yes,38,No,Average,3,1,2,Private company,Unknown,Yes,City,Never,13305
8573,465841,Female,No,52,Yes,Low,1,0,6,Private company,No involvement,No,City,Never,10783
8574,466292,Female,Yes,82,No,High,2,1,5,Self-employed,No involvement,No,City,Never,8261
8575,459479,Male,Yes,70,No,Low,2,0,4,Student,No involvement,No,City,Never,8261
8576,467322,Female,Yes,46,Yes,Average,2,1,3,Private company,Unknown,Yes,City,Intervention in Syria,7000
8577,467624,Male,Yes,35,No,Average,5,0,1,Private company,Strong involvement,No,City,Never,7000
8578,464473,Female,Yes,60,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,7000
8579,462076,Male,Yes,75,Yes,Low,2,0,4,Self-employed,No involvement,No,City,Never,8261
8580,465981,Male,No,28,No,Low,2,0,2,Private company,Unknown,No,City,Never,7000
8581,464344,Female,Yes,58,Yes,Low,1,1,6,Private company,Unknown,No,City,Never,8261
8582,467245,Female,No,38,No,Low,1,1,4,Government,No involvement,No,City,Never,7000
8583,465181,Female,No,33,Yes,Low,1,0,4,Private company,Some involvement,Yes,Country-side,Never,17088
8584,466837,Female,No,38,Yes,Low,4,0,1,Student,No involvement,Yes,City,Intervention in Libya,18349
8585,466254,Male,No,40,Yes,Low,2,0,2,Private company,Strong involvement,Yes,City,Never,7000
8586,461108,Male,No,21,No,Low,4,0,1,Private company,Some involvement,Yes,City,Never,8261
8587,461464,Male,No,59,Yes,Low,3,1,2,Private company,Strong involvement,No,City,Never,7000
8588,464593,Female,No,35,Yes,Low,4,1,1,Government,No involvement,Yes,City,Never,8261
8589,462647,Female,Yes,56,No,Average,3,0,2,,,Yes,Country-side,Never,7000
8590,465344,Female,Yes,71,Yes,High,2,1,4,Self-employed,No involvement,No,City,Never,7000
8591,467351,Male,Yes,41,No,Average,2,1,3,Private company,Unknown,No,City,Never,17088
8592,467712,Male,Yes,50,Yes,Average,4,0,2,,,Yes,City,Intervention in Iraq,8261
8593,467412,Male,Yes,35,Yes,Average,4,1,1,Public company,No involvement,No,City,Never,14566
8594,463972,Male,Yes,66,Yes,Low,4,1,2,Private company,Unknown,Yes,City,Never,7000
8595,462441,Female,No,22,No,Low,4,0,1,Private company,Some involvement,No,City,Never,7000
8596,466529,Female,Yes,28,Yes,Average,2,0,2,Government,No involvement,Yes,City,Never,7000
8597,462009,Female,Yes,32,Yes,High,2,0,2,Private company,Some involvement,Yes,City,Never,17088
8598,464125,Male,Yes,40,No,Average,2,0,2,Government,No involvement,Yes,City,Never,7000
8599,463219,Male,Yes,50,No,Low,2,0,3,Private company,Strong involvement,No,City,Never,7000
8600,463124,Male,Yes,31,No,Average,2,1,2,Private company,Unknown,No,City,Never,7000
8601,462753,Male,Yes,28,No,Average,3,0,1,Public company,No involvement,No,City,Never,7000
8602,460725,Male,Yes,41,Yes,High,2,1,3,Private company,Unknown,Yes,City,Never,7000
8603,463558,Female,Yes,88,Yes,Average,2,1,5,Self-employed,No involvement,No,City,Never,8261
8604,466347,Male,Yes,71,No,Low,3,1,3,Public company,No involvement,Yes,Country-side,Never,13305
8605,462636,Female,Yes,36,No,Low,4,0,1,Student,No involvement,Yes,Country-side,Never,7000
8606,463226,Female,Yes,38,Yes,Average,2,0,2,Public company,No involvement,No,City,Never,7000
8607,467134,Female,Yes,33,No,Low,5,0,1,Private company,Some involvement,Yes,City,Intervention in Libya,7000
8608,467297,Female,Yes,53,Yes,Average,3,1,2,Private company,Unknown,No,City,Never,8261
8609,459335,Male,No,26,Yes,Low,3,0,1,Private company,Some involvement,Yes,City,Intervention in Syria,7000
8610,462569,Female,No,32,No,Low,4,0,1,Government,No involvement,Yes,City,Never,15827
8611,462094,Female,No,37,Yes,Low,1,0,4,Private company,Some involvement,No,City,Never,7000
8612,463504,Male,No,26,Yes,Low,1,0,3,Private company,Some involvement,No,City,Never,7000
8613,462744,Male,Yes,38,Yes,Average,4,1,1,Private company,Unknown,No,City,Never,10783
8614,465627,Female,No,37,Yes,Low,1,1,4,Private company,Some involvement,No,City,Never,8261
8615,466045,Female,No,38,No,Low,2,1,2,Private company,Strong involvement,No,City,Never,17088
8616,460170,Male,Yes,68,No,Low,1,1,7,Private company,Unknown,No,City,Never,7000
8617,466353,Female,Yes,38,Yes,Average,2,1,2,Private company,No involvement,No,City,Never,7000
8618,464752,Female,Yes,46,,Low,1,0,5,Student,No involvement,Yes,Country-side,Never,7000
8619,465204,Male,Yes,28,Yes,Low,2,1,2,Private company,Some involvement,No,City,Never,8261
8620,462260,Male,Yes,74,Yes,Low,2,1,4,Self-employed,No involvement,No,City,Never,7000
8621,466343,Male,No,30,Yes,Low,2,0,2,Government,No involvement,Yes,City,Never,7000
8622,465007,Male,Yes,74,Yes,Low,1,0,8,Self-employed,No involvement,No,City,Never,8261
8623,462241,Female,No,28,No,Low,4,0,1,Private company,Strong involvement,No,City,Never,8261
8624,460742,Male,No,52,Yes,Low,3,1,2,Private company,Unknown,No,City,Never,7000
8625,467161,Female,Yes,30,Yes,Low,2,1,2,Nothing,No involvement,No,City,Never,18349
8626,466081,Female,Yes,25,Yes,Average,2,1,2,Private company,Unknown,Yes,Country-side,Never,17088
8627,466863,Female,No,28,No,Low,1,0,3,Nothing,No involvement,No,City,Never,19610
8628,467020,Male,Yes,80,Yes,High,3,1,3,Self-employed,No involvement,No,City,Never,7000
8629,463596,Female,No,31,No,Low,4,1,1,Private company,Some involvement,No,City,Never,7000
8630,460968,Male,Yes,30,No,Average,2,0,2,Government,No involvement,Yes,City,Never,20871
8631,464359,Female,No,37,Yes,Low,3,1,2,Private company,Unknown,No,City,Never,7000
8632,464145,Female,No,36,No,Low,4,0,1,Private company,No involvement,No,City,Never,24654
8633,466783,Female,No,43,Yes,Low,6,0,1,Private company,Some involvement,Yes,City,Never,7000
8634,459084,Male,Yes,47,No,High,2,1,3,Public company,No involvement,Yes,City,Intervention in Iraq,7000
8635,467502,Female,No,26,No,Low,6,0,1,Private company,Some involvement,Yes,City,Intervention in Iraq,7000
8636,464651,Female,Yes,26,No,Average,3,0,1,Government,No involvement,Yes,Country-side,Never,7000
8637,461239,Female,No,40,Yes,Low,1,0,4,Private company,Strong involvement,No,City,Never,7000
8638,461950,Female,No,40,Yes,Low,1,0,4,Private company,Some involvement,Yes,City,Never,8261
8639,460909,Female,No,31,No,Low,2,0,2,Private company,Some involvement,No,City,Never,7000
8640,467710,Female,No,37,Yes,Low,4,0,1,Private company,Unknown,No,City,Never,18349
8641,463996,Female,No,29,No,Low,5,0,1,Private company,Some involvement,Yes,Country-side,Never,7000
8642,466772,Male,Yes,58,Yes,Average,4,1,2,Private company,Strong involvement,No,City,Never,8261
